user_id,user_type,date,category,amount,payment
Noah Davis,Freelancer,2026-05-03 12:26:03.179638,Bills,-1397.38,Cash
Henry King,Freelancer,2026-03-10 12:26:03.179651,Food,-2107.4,Card
Sophia Brown,Freelancer,2026-04-24 12:26:03.179664,Entertainment,-4550.85,UPI
Isabella Anderson,Freelancer,2026-01-20 12:26:03.179679,Food,-2356.97,UPI
Olivia Martinez,Freelancer,2026-05-10 12:26:03.179697,Income,4914.84,Card
Olivia Martinez,Freelancer,2026-03-10 12:26:03.179711,Food,-423.66,Cash
Sophia Brown,Freelancer,2026-01-31 12:26:03.179724,Travel,-4222.55,UPI
Henry King,Freelancer,2026-02-08 12:26:03.179737,Income,1435.72,Cash
Noah Davis,Freelancer,2026-01-22 12:26:03.179750,Food,-6961.24,UPI
Sophia Brown,Freelancer,2026-05-10 12:26:03.179762,Income,6695.53,UPI
Sophia Brown,Freelancer,2026-03-12 12:26:03.179776,Bills,-1926.81,Cash
Grace Scott,Freelancer,2026-03-31 12:26:03.179788,Shopping,-3581.2,Cash
Daniel Walker,Freelancer,2026-01-23 12:26:03.179801,Food,-1838.01,Cash
Henry King,Freelancer,2026-03-04 12:26:03.179814,Food,-6168.31,Card
Sophia Brown,Freelancer,2026-05-02 12:26:03.179827,Income,5809.01,UPI
Mia White,Freelancer,2026-03-08 12:26:03.179840,Income,2264.86,Cash
James Thomas,Freelancer,2026-03-06 12:26:03.179853,Food,-7200.26,Card
Emma Wilson,Freelancer,2026-02-28 12:26:03.179866,Entertainment,-5597.1,Card
Olivia Martinez,Freelancer,2026-05-11 12:26:03.179879,Travel,-7253.98,UPI
Isabella Anderson,Freelancer,2026-04-28 12:26:03.179892,Shopping,-5528.6,Cash
Benjamin Clark,Freelancer,2026-03-04 12:26:03.179905,Food,-2248.85,Cash
James Thomas,Freelancer,2026-05-14 12:26:03.179918,Travel,-6361.28,Cash
Grace Scott,Freelancer,2026-03-04 12:26:03.179932,Travel,-3395.91,Card
Mia White,Freelancer,2026-01-27 12:26:03.179945,Food,-7209.72,Cash
Evelyn Young,Freelancer,2026-03-06 12:26:03.179960,Bills,-2329.08,Cash
Henry King,Freelancer,2026-03-08 12:26:03.179973,Travel,-1785.61,UPI
Ethan Taylor,Freelancer,2026-04-13 12:26:03.179985,Travel,-6785.44,Cash
Matthew Allen,Freelancer,2026-03-03 12:26:03.179999,Entertainment,-4575.93,Card
Isabella Anderson,Freelancer,2026-02-27 12:26:03.180011,Bills,-757.68,Cash
Amelia Lewis,Freelancer,2026-04-22 12:26:03.180025,Income,5516.89,UPI
Matthew Allen,Freelancer,2026-02-09 12:26:03.180037,Travel,-2832.97,Cash
Liam Johnson,Freelancer,2026-05-07 12:26:03.180051,Travel,-7036.83,UPI
Grace Scott,Freelancer,2026-01-18 12:26:03.180072,Food,-6085.66,Cash
Liam Johnson,Freelancer,2026-04-08 12:26:03.180086,Entertainment,-6023.06,UPI
Amelia Lewis,Freelancer,2026-01-18 12:26:03.180099,Shopping,-785.46,Cash
Matthew Allen,Freelancer,2026-02-07 12:26:03.180112,Entertainment,-4990.11,UPI
Evelyn Young,Freelancer,2026-02-09 12:26:03.180124,Income,4586.19,Cash
Isabella Anderson,Freelancer,2026-04-02 12:26:03.180137,Income,779.36,Cash
Henry King,Freelancer,2026-04-01 12:26:03.180149,Food,-2265.09,Card
Noah Davis,Freelancer,2026-01-30 12:26:03.180162,Food,-6430.55,Cash
Evelyn Young,Freelancer,2026-02-10 12:26:03.180189,Income,1067.96,UPI
Sophia Brown,Freelancer,2026-04-27 12:26:03.180204,Bills,-1102.25,UPI
Amelia Lewis,Freelancer,2026-01-24 12:26:03.180217,Food,-772.77,Cash
Isabella Anderson,Freelancer,2026-02-18 12:26:03.180230,Income,3748.88,Card
Alexander Lee,Freelancer,2026-01-26 12:26:03.180243,Bills,-7045.9,Card
Sophia Brown,Freelancer,2026-02-18 12:26:03.180261,Food,-3303.11,UPI
Liam Johnson,Freelancer,2026-03-30 12:26:03.180274,Travel,-6227.73,Card
Aarav Sharma,Freelancer,2026-02-10 12:26:03.180287,Shopping,-2162.78,Card
Emma Wilson,Freelancer,2026-04-07 12:26:03.180300,Food,-1707.32,UPI
Aarav Sharma,Freelancer,2026-03-30 12:26:03.180313,Bills,-1673.33,UPI
Daniel Walker,Freelancer,2026-02-26 12:26:03.180327,Food,-7983.72,Card
Mia White,Freelancer,2026-05-03 12:26:03.180343,Food,-2510.33,UPI
Emma Wilson,Freelancer,2026-04-05 12:26:03.180356,Travel,-5642.23,Cash
Mia White,Freelancer,2026-01-17 12:26:03.180369,Income,1922.17,UPI
Mia White,Freelancer,2026-03-04 12:26:03.180382,Entertainment,-5638.56,Cash
Amelia Lewis,Freelancer,2026-04-11 12:26:03.180395,Travel,-1414.95,UPI
Aarav Sharma,Freelancer,2026-01-19 12:26:03.180408,Entertainment,-3898.99,Cash
Mia White,Freelancer,2026-03-11 12:26:03.180421,Travel,-697.6,Card
Grace Scott,Freelancer,2026-04-06 12:26:03.180434,Entertainment,-4829.17,UPI
Noah Davis,Freelancer,2026-01-17 12:26:03.180447,Income,5696.81,UPI
Benjamin Clark,Freelancer,2026-02-11 12:26:03.180459,Entertainment,-5076.86,UPI
Harper Hall,Freelancer,2026-02-13 12:26:03.180473,Food,-3650.66,Card
Alexander Lee,Freelancer,2026-04-17 12:26:03.180485,Entertainment,-3386.45,UPI
Aarav Sharma,Freelancer,2026-05-02 12:26:03.180498,Food,-1289.31,Cash
Amelia Lewis,Freelancer,2026-05-03 12:26:03.180511,Travel,-2440.53,UPI
Emma Wilson,Freelancer,2026-04-04 12:26:03.180525,Food,-586.74,Card
Amelia Lewis,Freelancer,2026-03-02 12:26:03.180537,Shopping,-4038.81,UPI
Benjamin Clark,Freelancer,2026-02-17 12:26:03.180550,Shopping,-3298.18,Cash
Isabella Anderson,Freelancer,2026-03-30 12:26:03.180565,Entertainment,-2509.14,Cash
Emma Wilson,Freelancer,2026-03-04 12:26:03.180584,Income,5048.06,Cash
Liam Johnson,Freelancer,2026-02-15 12:26:03.180597,Travel,-7747.5,Card
Liam Johnson,Freelancer,2026-05-14 12:26:03.180612,Entertainment,-3761.24,UPI
Isabella Anderson,Freelancer,2026-02-26 12:26:03.180625,Travel,-5671.98,UPI
Ethan Taylor,Freelancer,2026-02-07 12:26:03.180638,Travel,-1173.61,Cash
Mia White,Freelancer,2026-01-26 12:26:03.180655,Income,3089.61,UPI
Ethan Taylor,Freelancer,2026-03-07 12:26:03.180668,Shopping,-473.9,Card
Amelia Lewis,Freelancer,2026-05-05 12:26:03.180683,Food,-3695.99,Cash
Isabella Anderson,Freelancer,2026-02-22 12:26:03.180700,Income,7522.66,Cash
Grace Scott,Freelancer,2026-04-21 12:26:03.180713,Income,6985.85,Card
Mia White,Freelancer,2026-03-17 12:26:03.180726,Income,5751.31,Card
Grace Scott,Freelancer,2026-04-11 12:26:03.180741,Income,1814.93,Card
Daniel Walker,Freelancer,2026-02-26 12:26:03.180779,Travel,-248.15,UPI
Harper Hall,Freelancer,2026-05-17 12:26:03.180797,Bills,-5868.24,UPI
Evelyn Young,Freelancer,2026-03-06 12:26:03.180810,Income,3648.24,UPI
Olivia Martinez,Freelancer,2026-01-30 12:26:03.180823,Entertainment,-7163.29,UPI
Evelyn Young,Freelancer,2026-01-24 12:26:03.180836,Income,6791.44,Card
Isabella Anderson,Freelancer,2026-04-17 12:26:03.180850,Shopping,-7677.59,Cash
Matthew Allen,Freelancer,2026-03-19 12:26:03.180864,Bills,-2685.53,UPI
Evelyn Young,Freelancer,2026-03-24 12:26:03.180880,Bills,-2464.23,UPI
Emma Wilson,Freelancer,2026-05-13 12:26:03.180895,Food,-7170.2,Cash
Daniel Walker,Freelancer,2026-01-19 12:26:03.180908,Income,3709.01,Cash
Grace Scott,Freelancer,2026-02-08 12:26:03.180918,Travel,-4736.25,Card
Evelyn Young,Freelancer,2026-03-27 12:26:03.180932,Income,3535.24,UPI
Daniel Walker,Freelancer,2026-03-17 12:26:03.180947,Travel,-6186.29,Card
Amelia Lewis,Freelancer,2026-03-24 12:26:03.180962,Travel,-7071.37,UPI
Emma Wilson,Freelancer,2026-04-03 12:26:03.180975,Food,-1104.48,Cash
Charlotte Harris,Freelancer,2026-04-09 12:26:03.180990,Travel,-5169.8,UPI
Grace Scott,Freelancer,2026-03-31 12:26:03.181001,Income,1726.07,UPI
Aarav Sharma,Freelancer,2026-01-22 12:26:03.181011,Shopping,-5426.14,Cash
Amelia Lewis,Freelancer,2026-04-08 12:26:03.181025,Shopping,-4789.86,UPI
Alexander Lee,Freelancer,2026-04-24 12:26:03.181038,Bills,-563.08,UPI
Amelia Lewis,Freelancer,2026-03-11 12:26:03.181053,Bills,-2777.98,Cash
Henry King,Freelancer,2026-01-29 12:26:03.181067,Entertainment,-7169.78,Card
Henry King,Freelancer,2026-03-29 12:26:03.181082,Income,4003.46,Cash
Emma Wilson,Freelancer,2026-04-02 12:26:03.181097,Food,-1202.92,UPI
Ethan Taylor,Freelancer,2026-05-14 12:26:03.181111,Bills,-6357.03,UPI
Grace Scott,Freelancer,2026-02-25 12:26:03.181123,Entertainment,-7091.74,Cash
Grace Scott,Freelancer,2026-05-12 12:26:03.181138,Travel,-7465.26,Card
Benjamin Clark,Freelancer,2026-04-05 12:26:03.181157,Shopping,-7254.52,Card
Evelyn Young,Freelancer,2026-03-14 12:26:03.181170,Food,-6953.12,UPI
Henry King,Freelancer,2026-02-14 12:26:03.181186,Entertainment,-2715.57,Card
James Thomas,Freelancer,2026-03-17 12:26:03.181212,Income,6654.95,UPI
Emma Wilson,Freelancer,2026-03-17 12:26:03.181226,Food,-6842.48,Card
Sophia Brown,Freelancer,2026-02-04 12:26:03.181238,Income,5666.26,UPI
Grace Scott,Freelancer,2026-03-08 12:26:03.181250,Food,-534.91,Cash
Henry King,Freelancer,2026-01-17 12:26:03.181262,Entertainment,-604.35,Card
Amelia Lewis,Freelancer,2026-02-06 12:26:03.181272,Food,-3857.94,Card
Charlotte Harris,Freelancer,2026-02-25 12:26:03.181289,Income,4066.02,UPI
Ethan Taylor,Freelancer,2026-03-26 12:26:03.181304,Travel,-5172.84,Card
Sophia Brown,Freelancer,2026-05-17 12:26:03.181319,Shopping,-1617.37,UPI
Evelyn Young,Freelancer,2026-04-22 12:26:03.181332,Shopping,-4869.68,UPI
Harper Hall,Freelancer,2026-03-16 12:26:03.181346,Shopping,-2382.23,Card
Olivia Martinez,Freelancer,2026-01-20 12:26:03.181358,Travel,-2668.75,Card
Isabella Anderson,Freelancer,2026-02-26 12:26:03.181421,Travel,-2365.35,Cash
Henry King,Freelancer,2026-03-23 12:26:03.181452,Travel,-4396.34,Cash
Mia White,Freelancer,2026-03-30 12:26:03.181470,Shopping,-7420.63,UPI
Matthew Allen,Freelancer,2026-05-16 12:26:03.181483,Travel,-2824.11,UPI
Henry King,Freelancer,2026-03-13 12:26:03.181497,Bills,-1526.6,Card
Olivia Martinez,Freelancer,2026-01-31 12:26:03.181510,Travel,-2187.98,UPI
Emma Wilson,Freelancer,2026-03-25 12:26:03.181523,Travel,-5770.12,UPI
James Thomas,Freelancer,2026-03-02 12:26:03.181536,Bills,-7821.07,Card
Olivia Martinez,Freelancer,2026-04-18 12:26:03.181549,Income,7634.08,UPI
Matthew Allen,Freelancer,2026-05-04 12:26:03.181562,Travel,-2139.72,Card
Henry King,Freelancer,2026-01-22 12:26:03.181576,Bills,-2977.84,UPI
James Thomas,Freelancer,2026-04-14 12:26:03.181590,Shopping,-288.8,Card
Evelyn Young,Freelancer,2026-04-11 12:26:03.181603,Travel,-7057.35,UPI
Emma Wilson,Freelancer,2026-02-20 12:26:03.181620,Entertainment,-1431.05,Cash
James Thomas,Freelancer,2026-04-14 12:26:03.181633,Shopping,-3978.58,Cash
Matthew Allen,Freelancer,2026-03-21 12:26:03.181647,Food,-6955.29,UPI
Emma Wilson,Freelancer,2026-02-09 12:26:03.181659,Entertainment,-2365.13,Cash
Aarav Sharma,Freelancer,2026-03-20 12:26:03.181673,Income,7477.07,Card
Amelia Lewis,Freelancer,2026-04-19 12:26:03.181688,Entertainment,-7395.78,Cash
Harper Hall,Freelancer,2026-04-24 12:26:03.181701,Shopping,-759.77,UPI
Mia White,Freelancer,2026-01-30 12:26:03.181715,Shopping,-1660.82,Cash
Mia White,Freelancer,2026-05-03 12:26:03.181734,Shopping,-3277.15,UPI
Matthew Allen,Freelancer,2026-05-12 12:26:03.181748,Entertainment,-3741.04,Card
Evelyn Young,Freelancer,2026-04-29 12:26:03.181762,Travel,-5186.56,Cash
Aarav Sharma,Freelancer,2026-04-27 12:26:03.181798,Income,1181.25,UPI
Noah Davis,Freelancer,2026-02-12 12:26:03.181895,Entertainment,-4009.4,Cash
Benjamin Clark,Freelancer,2026-03-22 12:26:03.181909,Shopping,-7006.25,UPI
Sophia Brown,Freelancer,2026-04-18 12:26:03.181922,Entertainment,-6601.66,UPI
Daniel Walker,Freelancer,2026-02-11 12:26:03.181934,Food,-7031.61,UPI
Evelyn Young,Freelancer,2026-01-30 12:26:03.181946,Shopping,-6338.15,UPI
Emma Wilson,Freelancer,2026-04-10 12:26:03.181961,Food,-1260.66,UPI
Emma Wilson,Freelancer,2026-03-11 12:26:03.181975,Entertainment,-7282.7,UPI
Mia White,Freelancer,2026-04-01 12:26:03.181988,Travel,-5249.57,Card
Ethan Taylor,Freelancer,2026-02-13 12:26:03.182002,Income,1867.13,Card
Aarav Sharma,Freelancer,2026-03-22 12:26:03.182017,Income,5496.01,Cash
Charlotte Harris,Freelancer,2026-05-15 12:26:03.182034,Entertainment,-3783.99,UPI
Ethan Taylor,Freelancer,2026-05-02 12:26:03.182045,Shopping,-4389.27,UPI
Emma Wilson,Freelancer,2026-02-19 12:26:03.182097,Entertainment,-7259.78,UPI
Sophia Brown,Freelancer,2026-03-26 12:26:03.182118,Shopping,-3611.9,UPI
Harper Hall,Freelancer,2026-02-01 12:26:03.182134,Bills,-3956.15,Cash
Amelia Lewis,Freelancer,2026-02-13 12:26:03.182150,Bills,-2127.63,UPI
Olivia Martinez,Freelancer,2026-02-15 12:26:03.182162,Entertainment,-4046.81,Card
Evelyn Young,Freelancer,2026-03-22 12:26:03.182176,Bills,-1512.07,Card
Charlotte Harris,Freelancer,2026-05-17 12:26:03.182211,Shopping,-7709.44,UPI
Henry King,Freelancer,2026-04-16 12:26:03.182225,Entertainment,-7600.44,Cash
Henry King,Freelancer,2026-03-12 12:26:03.182234,Bills,-4371.94,Card
Daniel Walker,Freelancer,2026-01-29 12:26:03.182241,Food,-1124.51,Cash
Daniel Walker,Freelancer,2026-02-04 12:26:03.182247,Entertainment,-3114.29,Cash
Benjamin Clark,Freelancer,2026-04-16 12:26:03.182253,Travel,-5203.27,Card
Emma Wilson,Freelancer,2026-02-16 12:26:03.182267,Shopping,-6110.86,UPI
Grace Scott,Freelancer,2026-02-18 12:26:03.182274,Entertainment,-393.79,UPI
Aarav Sharma,Freelancer,2026-01-17 12:26:03.182281,Shopping,-2339.84,UPI
Ethan Taylor,Freelancer,2026-03-12 12:26:03.182287,Income,2970.01,UPI
Evelyn Young,Freelancer,2026-02-24 12:26:03.182294,Shopping,-3164.68,UPI
Evelyn Young,Freelancer,2026-05-07 12:26:03.182300,Entertainment,-7621.34,Cash
Evelyn Young,Freelancer,2026-03-23 12:26:03.182306,Shopping,-1855.82,Card
Benjamin Clark,Freelancer,2026-04-02 12:26:03.182312,Entertainment,-3132.53,Card
Olivia Martinez,Freelancer,2026-04-19 12:26:03.182319,Shopping,-5853.2,Card
Harper Hall,Freelancer,2026-05-17 12:26:03.182326,Food,-3686.47,UPI
Henry King,Freelancer,2026-04-07 12:26:03.182333,Entertainment,-751.79,Cash
Aarav Sharma,Freelancer,2026-04-11 12:26:03.182340,Travel,-2409.73,Cash
Olivia Martinez,Freelancer,2026-01-29 12:26:03.182346,Shopping,-3800.41,UPI
Daniel Walker,Freelancer,2026-04-16 12:26:03.182352,Travel,-7634.77,UPI
James Thomas,Freelancer,2026-01-28 12:26:03.182359,Entertainment,-3967.28,Cash
Matthew Allen,Freelancer,2026-04-22 12:26:03.182365,Shopping,-1429.92,Card
Amelia Lewis,Freelancer,2026-04-11 12:26:03.182372,Shopping,-2260.03,Cash
Charlotte Harris,Freelancer,2026-03-19 12:26:03.182378,Shopping,-6490.83,UPI
Emma Wilson,Freelancer,2026-04-22 12:26:03.182385,Travel,-6347.98,Cash
Olivia Martinez,Freelancer,2026-01-25 12:26:03.182392,Shopping,-3053.74,Card
Olivia Martinez,Freelancer,2026-03-16 12:26:03.182399,Income,2754.15,Card
Sophia Brown,Freelancer,2026-04-23 12:26:03.182406,Travel,-1069.04,Cash
Sophia Brown,Freelancer,2026-05-12 12:26:03.182412,Entertainment,-5357.74,UPI
Sophia Brown,Freelancer,2026-02-10 12:26:03.182418,Income,4325.32,Cash
Benjamin Clark,Freelancer,2026-02-03 12:26:03.182425,Food,-3635.46,Card
Isabella Anderson,Freelancer,2026-05-13 12:26:03.182432,Food,-7939.24,UPI
Mia White,Freelancer,2026-03-22 12:26:03.182439,Travel,-2384.23,Card
Olivia Martinez,Freelancer,2026-04-17 12:26:03.182445,Food,-2930.65,Cash
Grace Scott,Freelancer,2026-02-28 12:26:03.182455,Travel,-3883.96,Cash
Harper Hall,Freelancer,2026-05-15 12:26:03.182462,Bills,-4482.53,Card
Mia White,Freelancer,2026-01-22 12:26:03.182472,Income,3129.55,Card
Charlotte Harris,Freelancer,2026-04-18 12:26:03.182478,Shopping,-2192.43,Card
Harper Hall,Freelancer,2026-02-11 12:26:03.182484,Food,-2851.45,Card
Benjamin Clark,Freelancer,2026-04-20 12:26:03.182490,Entertainment,-1016.68,UPI
Mia White,Freelancer,2026-02-07 12:26:03.182500,Income,2547.62,Cash
Sophia Brown,Freelancer,2026-04-17 12:26:03.182506,Bills,-3628.55,Card
Matthew Allen,Freelancer,2026-02-07 12:26:03.182512,Entertainment,-7145.65,Card
James Thomas,Freelancer,2026-04-01 12:26:03.182518,Bills,-708.13,Card
Benjamin Clark,Freelancer,2026-01-23 12:26:03.182525,Food,-4397.71,Cash
Charlotte Harris,Freelancer,2026-04-28 12:26:03.182531,Income,431.35,Card
Amelia Lewis,Freelancer,2026-04-23 12:26:03.182537,Entertainment,-400.88,Cash
Amelia Lewis,Freelancer,2026-03-15 12:26:03.182543,Income,3191.1,UPI
Alexander Lee,Freelancer,2026-05-06 12:26:03.182549,Bills,-3062.96,Cash
James Thomas,Freelancer,2026-04-10 12:26:03.182555,Entertainment,-7403.58,Card
Noah Davis,Freelancer,2026-01-28 12:26:03.182561,Food,-6727.33,UPI
Liam Johnson,Freelancer,2026-02-03 12:26:03.182568,Food,-5310.84,UPI
Benjamin Clark,Freelancer,2026-05-15 12:26:03.182574,Bills,-890.2,UPI
Emma Wilson,Freelancer,2026-03-23 12:26:03.182580,Food,-4021.05,Card
Noah Davis,Freelancer,2026-03-12 12:26:03.182587,Shopping,-2590.51,Cash
Charlotte Harris,Freelancer,2026-03-21 12:26:03.182592,Shopping,-7143.26,Card
Benjamin Clark,Freelancer,2026-02-19 12:26:03.182599,Food,-209.2,UPI
Grace Scott,Freelancer,2026-02-13 12:26:03.182605,Shopping,-3820.63,UPI
Olivia Martinez,Freelancer,2026-04-04 12:26:03.182611,Shopping,-7312.12,UPI
Mia White,Freelancer,2026-05-14 12:26:03.182617,Travel,-1628.61,UPI
Harper Hall,Freelancer,2026-03-15 12:26:03.182623,Shopping,-2187.97,Card
Amelia Lewis,Freelancer,2026-02-06 12:26:03.182630,Food,-6232.42,UPI
Matthew Allen,Freelancer,2026-04-24 12:26:03.182636,Income,563.24,Card
James Thomas,Freelancer,2026-03-08 12:26:03.182642,Shopping,-3580.54,Card
Harper Hall,Freelancer,2026-04-25 12:26:03.182679,Bills,-1057.21,UPI
Olivia Martinez,Freelancer,2026-03-24 12:26:03.182713,Shopping,-1795.05,Cash
Sophia Brown,Freelancer,2026-03-27 12:26:03.182746,Food,-865.54,UPI
Sophia Brown,Freelancer,2026-01-20 12:26:03.182764,Entertainment,-5871.16,Card
Charlotte Harris,Freelancer,2026-04-21 12:26:03.182778,Bills,-3701.81,UPI
James Thomas,Freelancer,2026-04-20 12:26:03.182784,Shopping,-6354.9,Card
Aarav Sharma,Freelancer,2026-03-06 12:26:03.182798,Income,3918.36,Cash
Liam Johnson,Freelancer,2026-03-11 12:26:03.182805,Travel,-2967.0,Card
Matthew Allen,Freelancer,2026-05-17 12:26:03.182813,Income,3311.55,UPI
Alexander Lee,Freelancer,2026-04-02 12:26:03.182819,Travel,-3687.62,UPI
Daniel Walker,Freelancer,2026-02-11 12:26:03.182826,Bills,-5362.66,UPI
Olivia Martinez,Freelancer,2026-02-13 12:26:03.182832,Bills,-832.12,Cash
Charlotte Harris,Freelancer,2026-03-07 12:26:03.182839,Travel,-900.15,UPI
Grace Scott,Freelancer,2026-02-09 12:26:03.182845,Entertainment,-502.5,Cash
Isabella Anderson,Freelancer,2026-05-04 12:26:03.182855,Bills,-6232.47,Cash
Henry King,Freelancer,2026-02-10 12:26:03.182861,Entertainment,-3254.4,Card
Charlotte Harris,Freelancer,2026-04-01 12:26:03.182867,Food,-696.58,Card
Daniel Walker,Freelancer,2026-04-27 12:26:03.182873,Shopping,-7374.08,Cash
Alexander Lee,Freelancer,2026-03-06 12:26:03.182879,Income,2245.46,Cash
Liam Johnson,Freelancer,2026-04-22 12:26:03.182885,Entertainment,-5529.02,Cash
Charlotte Harris,Freelancer,2026-02-05 12:26:03.182892,Entertainment,-5531.19,Cash
Evelyn Young,Freelancer,2026-05-10 12:26:03.182898,Entertainment,-1225.11,Cash
Olivia Martinez,Freelancer,2026-04-25 12:26:03.182904,Food,-7224.15,Card
Noah Davis,Freelancer,2026-04-27 12:26:03.182910,Entertainment,-3757.86,Card
Emma Wilson,Freelancer,2026-02-21 12:26:03.182916,Shopping,-4321.73,Cash
Henry King,Freelancer,2026-01-17 12:26:03.182923,Entertainment,-1744.94,UPI
Grace Scott,Freelancer,2026-05-05 12:26:03.182929,Income,4395.57,Cash
Liam Johnson,Freelancer,2026-03-29 12:26:03.182935,Entertainment,-6642.88,UPI
Evelyn Young,Freelancer,2026-02-23 12:26:03.182941,Food,-2452.4,Cash
Alexander Lee,Freelancer,2026-03-11 12:26:03.182947,Bills,-5015.45,Cash
Evelyn Young,Freelancer,2026-05-11 12:26:03.182953,Shopping,-4739.17,UPI
Matthew Allen,Freelancer,2026-03-21 12:26:03.182959,Entertainment,-1814.42,UPI
Sophia Brown,Freelancer,2026-01-19 12:26:03.182965,Bills,-7415.41,Cash
Isabella Anderson,Freelancer,2026-04-29 12:26:03.182971,Food,-5821.26,Card
Daniel Walker,Freelancer,2026-02-21 12:26:03.182977,Travel,-5061.25,UPI
Sophia Brown,Freelancer,2026-03-11 12:26:03.182983,Food,-2234.26,UPI
Henry King,Freelancer,2026-02-22 12:26:03.182989,Bills,-2207.96,UPI
Harper Hall,Freelancer,2026-03-25 12:26:03.182995,Income,4171.82,Cash
Isabella Anderson,Freelancer,2026-03-10 12:26:03.183001,Bills,-3716.95,Cash
Olivia Martinez,Freelancer,2026-02-14 12:26:03.183007,Travel,-1291.82,Card
Isabella Anderson,Freelancer,2026-03-12 12:26:03.183013,Food,-2024.76,Card
Emma Wilson,Freelancer,2026-03-31 12:26:03.183020,Food,-4487.28,UPI
Alexander Lee,Freelancer,2026-02-11 12:26:03.183029,Food,-3556.48,Card
Sophia Brown,Freelancer,2026-02-06 12:26:03.183035,Shopping,-4230.52,Card
Noah Davis,Freelancer,2026-05-16 12:26:03.183041,Travel,-6999.68,Card
Noah Davis,Freelancer,2026-02-11 12:26:03.183047,Bills,-4306.93,Cash
Ethan Taylor,Freelancer,2026-05-11 12:26:03.183053,Income,2050.62,Card
Matthew Allen,Freelancer,2026-02-04 12:26:03.183059,Income,7090.93,Card
Matthew Allen,Freelancer,2026-03-07 12:26:03.183065,Food,-6507.75,Cash
Olivia Martinez,Freelancer,2026-04-06 12:26:03.183072,Income,3393.72,Card
Emma Wilson,Freelancer,2026-04-05 12:26:03.183078,Food,-7045.31,UPI
Noah Davis,Freelancer,2026-03-11 12:26:03.183084,Shopping,-2062.35,Cash
Liam Johnson,Freelancer,2026-03-02 12:26:03.183091,Shopping,-3565.86,UPI
Harper Hall,Freelancer,2026-04-20 12:26:03.183097,Food,-3934.06,Card
Henry King,Freelancer,2026-05-02 12:26:03.183103,Food,-872.28,Cash
Mia White,Freelancer,2026-04-03 12:26:03.183109,Income,4923.88,UPI
Harper Hall,Freelancer,2026-01-25 12:26:03.183115,Bills,-1260.44,Card
Henry King,Freelancer,2026-03-25 12:26:03.183125,Travel,-1271.77,Card
Isabella Anderson,Freelancer,2026-04-13 12:26:03.183131,Income,515.26,Card
Emma Wilson,Freelancer,2026-01-25 12:26:03.183137,Shopping,-675.93,UPI
James Thomas,Freelancer,2026-05-10 12:26:03.183153,Food,-4032.8,UPI
Daniel Walker,Freelancer,2026-04-11 12:26:03.183164,Travel,-1874.81,UPI
Olivia Martinez,Freelancer,2026-04-09 12:26:03.183170,Entertainment,-3541.8,Card
Mia White,Freelancer,2026-03-30 12:26:03.183176,Travel,-463.22,UPI
Liam Johnson,Freelancer,2026-03-04 12:26:03.183183,Shopping,-7573.21,Cash
Matthew Allen,Freelancer,2026-05-13 12:26:03.183189,Food,-6815.04,UPI
Mia White,Freelancer,2026-04-02 12:26:03.183195,Bills,-4297.93,UPI
Noah Davis,Freelancer,2026-03-21 12:26:03.183201,Entertainment,-1540.44,UPI
Daniel Walker,Freelancer,2026-03-27 12:26:03.183207,Shopping,-3314.52,Cash
Sophia Brown,Freelancer,2026-05-13 12:26:03.183213,Bills,-355.52,UPI
Alexander Lee,Freelancer,2026-04-11 12:26:03.183223,Travel,-4528.89,Card
Grace Scott,Freelancer,2026-02-25 12:26:03.183230,Income,6371.82,Cash
Noah Davis,Freelancer,2026-05-04 12:26:03.183237,Food,-7373.31,UPI
Grace Scott,Freelancer,2026-04-14 12:26:03.183243,Entertainment,-6359.41,UPI
Amelia Lewis,Freelancer,2026-03-04 12:26:03.183249,Travel,-2356.51,UPI
Mia White,Freelancer,2026-03-21 12:26:03.183255,Travel,-6044.95,Cash
Sophia Brown,Freelancer,2026-03-15 12:26:03.183261,Entertainment,-2553.14,UPI
Charlotte Harris,Freelancer,2026-04-27 12:26:03.183267,Food,-6396.38,UPI
Olivia Martinez,Freelancer,2026-04-19 12:26:03.183274,Bills,-7166.36,Cash
Isabella Anderson,Freelancer,2026-02-24 12:26:03.183280,Bills,-3073.4,UPI
Alexander Lee,Freelancer,2026-05-05 12:26:03.183286,Shopping,-2654.39,UPI
Harper Hall,Freelancer,2026-05-14 12:26:03.183292,Bills,-4429.51,UPI
Amelia Lewis,Freelancer,2026-04-12 12:26:03.183298,Entertainment,-6328.46,Card
Charlotte Harris,Freelancer,2026-01-25 12:26:03.183304,Bills,-1612.1,UPI
Harper Hall,Freelancer,2026-01-19 12:26:03.183310,Shopping,-1590.5,UPI
Isabella Anderson,Freelancer,2026-03-16 12:26:03.183316,Income,1068.98,Cash
Amelia Lewis,Freelancer,2026-02-09 12:26:03.183322,Bills,-206.97,UPI
Amelia Lewis,Freelancer,2026-04-23 12:26:03.183328,Bills,-3255.65,Cash
James Thomas,Freelancer,2026-05-09 12:26:03.183334,Income,1015.91,Card
Olivia Martinez,Freelancer,2026-02-19 12:26:03.183340,Income,330.29,UPI
Harper Hall,Freelancer,2026-04-14 12:26:03.183347,Food,-7409.65,Card
Emma Wilson,Freelancer,2026-05-13 12:26:03.183353,Bills,-2127.76,UPI
